BAFU name;BAFU category;Ecoinvent name;Ecoinvent category
Water, unspecified natural origin, IL;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, IN;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, IQ;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, IR;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, IT;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, JP;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, KE;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, KR;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, KW;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, KZ;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, LU;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, LY;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, MA;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, MK;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, MX;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, MY;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, NG;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, NL;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, NO;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, NZ;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, OECD;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, OM;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, PE;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, PL;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, PT;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, QA;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, RAF;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, RER;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, RO;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, RS;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, RU;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, SA;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, SE;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, SI;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, SK;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, TH;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, TM;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, TR;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, TT;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, TW;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, UA;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, US;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, UZ;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, VE;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin, ZA;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified natural origin/m3;('resources',);Water, unspecified natural origin;('natural resource', 'in water')
Water, unspecified natural origin/m3;('natural resource', 'in water');Water, unspecified natural origin;
Water, unspecified, Europe;('natural resource', 'in water');Water, unspecified natural origin;
Water, US;('water', 'ocean');Water;
Water, US;('air',);Water;
Water, US;('water',);Water;
Water, US;('water', 'surface water');Water;
Water, UZ;('water', 'surface water');Water;
Water, VE;('water', 'surface water');Water;
Water, well;('natural resource', 'in water');Water, well, in ground;
Water, well;('resources',);Water, well, in ground;('natural resource', 'in water')
Water, well, CH;('natural resource', 'in water');Water, well, in ground;
Water, well, GLO;('natural resource', 'in water');Water, well, in ground;
Water, well, RER;('natural resource', 'in water');Water, well, in ground;
Water, well, RER;('natural resource', 'in ground');Water, well, in ground;('natural resource', 'in water')
Water, ZA;('air',);Water;
Water, ZA;('water',);Water;
Water/m3;('air', 'non-urban air or from high stacks');Water;
Wood, unspecified, standing/kg;('natural resource', 'land');Wood, unspecified, standing;('natural resource', 'biotic')
Wood, unspecified, standing/kg;('resources',);Wood, unspecified, standing;('natural resource', 'biotic')
Wood, unspecified, standing/m3;('natural resource', 'biotic');Wood, unspecified, standing;
Zinc;('soil', 'industrial');Zinc II;
Zinc;('air', 'lower stratosphere + upper troposphere');Zinc II;
Zinc;('air', 'low population density, long-term');Zinc II;
Zinc;('water', 'surface water');Zinc II;
Zinc;('soil', 'agricultural');Zinc II;
Zinc;('soil',);Zinc II;
Zinc;('air', 'urban air close to ground');Zinc II;
Zinc;('water', 'ocean');Zinc II;
Zinc;('air', 'non-urban air or from high stacks');Zinc II;
Zinc;('water',);Zinc II;
Zinc;('water', 'ground-, long-term');Zinc II;
Zinc;('water', 'ground-');Zinc II;
Zinc;('air',);Zinc II;
Zinc oxide;('air',);Zinc II;
Zinc, resource correction;('natural resource', 'in ground');Zinc;
Zinc, Zn 0.63%, Au 9.7E-4%, Ag 9.7E-4%, Cu 0.38%, Pb 0.014%, in ore;('natural resource', 'in ground');Zinc;('natural resource', 'in ground')
2-Methyl-1-propanol;('air', 'low population density, long-term');3-Methyl-1-butanol;('air', 'low population density, long-term')
2-Methyl-1-propanol;('air', 'urban air close to ground');3-Methyl-1-butanol;('air', 'urban air close to ground')
2-Methyl-1-propanol;('air',);Isobutanol;('air', 'non-urban air or from high stacks')
2-Methyl-1-propanol;('water', 'surface water');3-Methyl-1-butanol;('water', 'surface water')
2-Propanol;('air', 'urban air close to ground');Propanol;('air', 'urban air close to ground')
2-Propanol;('air',);Propanol;('air',)
2-Propanol;('water', 'surface water');Propanol;('water', 'surface water')
4-Methyl-2-pentanone;('air', 'urban air close to ground');2-Methyl-2-butene;('air', 'urban air close to ground')
4-Methyl-2-pentanone;('water', 'surface water');4-Methyl-2-pentanol;('water', 'surface water')
4-Methyl-2-pentanone;('water',);4-Methyl-2-pentanol;('water', 'ocean')
Benzene;('air', 'lower stratosphere + upper troposphere');Benzene;('air',)
Benzene, chloro-;('water', 'surface water');Benzene;('water', 'surface water')
Benzene, chloro-;('water',);Benzene;('water', 'ground-')
Benzene, ethyl-;('air', 'non-urban air or from high stacks');Ethyl benzene;('air', 'non-urban air or from high stacks')
Benzene, ethyl-;('air', 'urban air close to ground');Ethyl benzene;('air', 'urban air close to ground')
Benzene, ethyl-;('air',);Ethyl benzene;('air',)
Benzene, ethyl-;('water', 'ocean');Ethyl benzene;('water', 'ocean')
Benzene, ethyl-;('water', 'surface water');Ethyl benzene;('water', 'surface water')
Benzene, ethyl-;('water',);Ethyl benzene;('water', 'ground-')
Benzene, hexachloro-;('air', 'non-urban air or from high stacks');Hexachlorobenzene;('air', 'non-urban air or from high stacks')
Benzene, hexachloro-;('air', 'urban air close to ground');Hexachlorobenzene;('air', 'urban air close to ground')
Benzene, hexachloro-;('air',);Hexachlorobenzene;('air',)
Benzene, hexachloro-;('water',);Hexachlorobenzene;('water',)
Benzene, pentachloro-;('air', 'urban air close to ground');Ethyl benzene;('air', 'urban air close to ground')
Benzene, pentachloro-;('air',);Ethyl benzene;('air',)
Benzene, pentachloro-;('water',);Ethyl benzene;('water', 'ground-')
Butadiene;('air', 'lower stratosphere + upper troposphere');Butadiene;('air',)
Calcium;('air', 'low population density, long-term');Calcium II;('air', 'low population density, long-term')
Calcium;('air', 'non-urban air or from high stacks');Calcium II;('air', 'non-urban air or from high stacks')
Calcium;('air', 'urban air close to ground');Calcium II;('air', 'urban air close to ground')
Calcium;('air',);Calcium II;('air', 'low population density, long-term')
Calcium;('soil', 'agricultural');Calcium II;('soil', 'agricultural')
Calcium;('soil', 'industrial');Calcium II;('soil', 'industrial')
Calcium;('soil',);Prohexadione calcium;('soil', 'forestry')
Carbon, organic, in soil or biomass stock;('natural resource', 'in ground');Carbon, organic, decrease in soil or biomass stock;('natural resource', 'in ground')
Chlorosilane, trimethyl-;('air', 'low population density, long-term');Trimethyl borate;('air', 'low population density, long-term')
Chlorosilane, trimethyl-;('air', 'urban air close to ground');Trimethyl borate;('air', 'urban air close to ground')
Chlorosilane, trimethyl-;('air',);Trimethyl borate;('air', 'low population density, long-term')
Chlortoluron;('soil', 'agricultural');Chlorotoluron;('soil', 'agricultural')
Copper, 0.52% in sulfide, Cu 0.27% and Mo 8.2E-3% in crude ore;('natural resource', 'in ground');Copper;('natural resource', 'in ground')
Copper, 0.59% in sulfide, Cu 0.22% and Mo 8.2E-3% in crude ore;('natural resource', 'in ground');Copper;('natural resource', 'in ground')
Copper, 0.97% in sulfide, Cu 0.36% and Mo 4.1E-2% in crude ore;('natural resource', 'in ground');Copper;('natural resource', 'in ground')
Copper, 0.99% in sulfide, Cu 0.36% and Mo 8.2E-3% in crude ore;('natural resource', 'in ground');Copper;('natural resource', 'in ground')
Copper, 1.13% in sulfide, Cu 0.76% and Ni 0.76% in crude ore;('natural resource', 'in ground');Copper;('natural resource', 'in ground')
Copper, 1.18% in sulfide, Cu 0.39% and Mo 8.2E-3% in crude ore;('natural resource', 'in ground');Copper;('natural resource', 'in ground')
Copper, 1.42% in sulfide, Cu 0.81% and Mo 8.2E-3% in crude ore;('natural resource', 'in ground');Copper;('natural resource', 'in ground')
Copper, 2.19% in sulfide, Cu 1.83% and Mo 8.2E-3% in crude ore;('natural resource', 'in ground');Copper;('natural resource', 'in ground')
Dimethenamid;('soil', 'agricultural');Dimethenamide;('soil', 'agricultural')
Dimethenamid;('water', 'surface water');Dimethenamide;('water', 'surface water')
Dinitrogen monoxide;('air', 'lower stratosphere + upper troposphere');Nitrogen oxides;('air', 'lower stratosphere + upper troposphere')
Dipropylamine;('air', 'urban air close to ground');Isopropylamine;('air', 'urban air close to ground')
Dipropylamine;('water', 'surface water');Isopropylamine;('water', 'surface water')
Energy, gross calorific value, in biomass;('natural resource', 'in air');Energy, gross calorific value, in biomass;('natural resource', 'biotic')
Energy, gross calorific value, in biomass;('resources',);Energy, gross calorific value, in biomass;('natural resource', 'biotic')
Energy, gross calorific value, in biomass, resource correction;('resources',);Energy, gross calorific value, in biomass;('natural resource', 'biotic')
Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;('air', 'non-urban air or from high stacks');1,1,1,2-Tetrafluoroethane;('air', 'non-urban air or from high stacks')
Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;('air', 'urban air close to ground');1,1,1,2-Tetrafluoroethane;('air', 'urban air close to ground')
Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;('air',);1,1,1,2-Tetrafluoroethane;('air', 'low population density, long-term')
Ethane, 1,1,1-trichloro-, HCFC-140;('air', 'non-urban air or from high stacks');1,1,1-Trichloroethane;('air', 'non-urban air or from high stacks')
Ethane, 1,1,1-trichloro-, HCFC-140;('air',);1,1,1-Trichloroethane;('air', 'low population density, long-term')
Ethane, 1,1,1-trichloro-, HCFC-140;('water', 'surface water');1,1,1-Trichloroethane;('water', 'surface water')
Ethane, 1,1,1-trichloro-, HCFC-140;('water',);1,1,1-Trichloroethane;('water',)
Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113;('air', 'urban air close to ground');1,1,2-Trichloro-1,2,2-trifluoroethane;('air', 'urban air close to ground')
Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113;('air',);1,1,2-Trichloro-1,2,2-trifluoroethane;('air', 'low population density, long-term')
Ethane, 1,1-difluoro-, HFC-152a;('air', 'non-urban air or from high stacks');1,1-Difluoroethane;('air', 'non-urban air or from high stacks')
Ethane, 1,1-difluoro-, HFC-152a;('air', 'urban air close to ground');1,1-Difluoroethane;('air', 'urban air close to ground')
Ethane, 1,1-difluoro-, HFC-152a;('air',);1,1-Difluoroethane;('air',)
Ethane, 1,2-dichloro-;('air', 'non-urban air or from high stacks');1,1,2-Trichloroethane;('air', 'non-urban air or from high stacks')
Ethane, 1,2-dichloro-;('air', 'urban air close to ground');Ethylene dichloride;('air', 'urban air close to ground')
Ethane, 1,2-dichloro-;('air',);Ethylene dichloride;('air', 'low population density, long-term')
Ethane, 1,2-dichloro-;('water', 'surface water');Dichloromethane;('water', 'surface water')
Ethane, 1,2-dichloro-;('water',);1,1,2-Trichloroethane;('water',)
Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114;('air', 'non-urban air or from high stacks');1,2-Dichloro-1,1,2,2-tetrafluoroethane;('air', 'non-urban air or from high stacks')
Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114;('air',);1,2-Dichloro-1,1,2,2-tetrafluoroethane;('air', 'non-urban air or from high stacks')
Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124;('air',);2-Chloro-1,1,1,2-tetrafluoroethane;('air',)
Ethane, hexafluoro-, HFC-116;('air', 'urban air close to ground');Hexafluoroethane;('air', 'urban air close to ground')
Ethane, hexafluoro-, HFC-116;('air',);Hexafluoroethane;('air',)
Ethane, pentafluoro-, HFC-125;('air', 'non-urban air or from high stacks');Pentafluoroethane;('air', 'non-urban air or from high stacks')
Ethane, pentafluoro-, HFC-125;('air', 'urban air close to ground');Pentafluoroethane;('air', 'urban air close to ground')
Ethane, pentafluoro-, HFC-125;('air',);Pentafluoroethane;('air', 'low population density, long-term')
Ethylene oxide;('air', 'lower stratosphere + upper troposphere');Ethylene oxide;('air',)
Ethyne;('air', 'non-urban air or from high stacks');Ethylene;('air', 'non-urban air or from high stacks')
Ethyne;('air', 'urban air close to ground');Ethylene;('air', 'urban air close to ground')
Ethyne;('air',);Ethylene;('air', 'non-urban air or from high stacks')
Fluorine, 4.5% in apatite, 3% in crude ore;('natural resource', 'in ground');Fluorine;('natural resource', 'in ground')
Formaldehyde;('air', 'lower stratosphere + upper troposphere');Formaldehyde;('air',)
Fosetyl-aluminium;('soil', 'agricultural');Fosetyl-Al;('soil', 'agricultural')
Gold, Au 1.1E-4%, Ag 4.2E-3%, in ore;('natural resource', 'in ground');Gold;('natural resource', 'in ground')
Gold, Au 1.3E-4%, Ag 4.6E-5%, in ore;('natural resource', 'in ground');Gold;('natural resource', 'in ground')
Gold, Au 2.1E-4%, Ag 2.1E-4%, in ore;('natural resource', 'in ground');Gold;('natural resource', 'in ground')
Gold, Au 4.3E-4%, in ore;('natural resource', 'in ground');Gold;('natural resource', 'in ground')
Gold, Au 4.9E-5%, in ore;('natural resource', 'in ground');Gold;('natural resource', 'in ground')
Gold, Au 6.7E-4%, in ore;('natural resource', 'in ground');Gold;('natural resource', 'in ground')
Gold, Au 7.1E-4%, in ore;('natural resource', 'in ground');Gold;('natural resource', 'in ground')
Heat, waste;('air', 'lower stratosphere + upper troposphere');Heat, waste;('water',)
Hydrogen-3, Tritium;('air', 'non-urban air or from high stacks');Tritium;('air', 'non-urban air or from high stacks')
Hydrogen-3, Tritium;('air',);Tritium;('air', 'non-urban air or from high stacks')
Hydrogen-3, Tritium;('water', 'ocean');Tritium;('water', 'ocean')
Hydrogen-3, Tritium;('water', 'surface water');Tritium;('water', 'surface water')
Hydrogen-3, Tritium;('water',);Tritium;('water', 'surface water')
Methane, bromo-, Halon 1001;('air',);Bromomethane;('air', 'non-urban air or from high stacks')
Methane, bromochlorodifluoro-, Halon 1211;('air', 'non-urban air or from high stacks');Bromochlorodifluoromethane;('air', 'non-urban air or from high stacks')
Methane, bromochlorodifluoro-, Halon 1211;('air',);Bromochlorodifluoromethane;('air', 'low population density, long-term')
Methane, bromotrifluoro-, Halon 1301;('air', 'non-urban air or from high stacks');Bromotrifluoromethane;('air', 'non-urban air or from high stacks')
Methane, bromotrifluoro-, Halon 1301;('air', 'urban air close to ground');Bromotrifluoromethane;('air', 'urban air close to ground')
Methane, bromotrifluoro-, Halon 1301;('air',);Bromotrifluoromethane;('air', 'urban air close to ground')
Methane, chlorodifluoro-, HCFC-22;('air', 'non-urban air or from high stacks');Chlorodifluoromethane;('air', 'non-urban air or from high stacks')
Methane, chlorodifluoro-, HCFC-22;('air', 'urban air close to ground');Chlorodifluoromethane;('air', 'urban air close to ground')
Methane, chlorodifluoro-, HCFC-22;('air',);Chlorodifluoromethane;('air', 'non-urban air or from high stacks')
Methane, chlorotrifluoro-, CFC-13;('air',);Chlorotrifluoromethane;('air', 'low population density, long-term')
Methane, dichloro-, HCC-30;('air', 'low population density, long-term');Dichloromethane;('air', 'low population density, long-term')
Methane, dichloro-, HCC-30;('air', 'non-urban air or from high stacks');Dichloromethane;('air', 'non-urban air or from high stacks')
Methane, dichloro-, HCC-30;('air', 'urban air close to ground');Dichloromethane;('air', 'urban air close to ground')
Methane, dichloro-, HCC-30;('air',);Dichloromethane;('air',)
Methane, dichloro-, HCC-30;('water', 'surface water');Dichloromethane;('water', 'surface water')
Methane, dichloro-, HCC-30;('water',);Dichloromethane;('water', 'ground-, long-term')
Methane, dichlorodifluoro-, CFC-12;('air', 'non-urban air or from high stacks');Dichlorodifluoromethane;('air', 'non-urban air or from high stacks')
Methane, dichlorodifluoro-, CFC-12;('air', 'urban air close to ground');Dichlorodifluoromethane;('air', 'urban air close to ground')
Methane, dichlorodifluoro-, CFC-12;('air',);Dichlorodifluoromethane;('air', 'urban air close to ground')
Methane, dichlorofluoro-, HCFC-21;('air', 'urban air close to ground');Dichlorofluoromethane;('air', 'urban air close to ground')
Methane, dichlorofluoro-, HCFC-21;('air',);Dichlorofluoromethane;('air', 'low population density, long-term')
Methane, difluoro-, HFC-32;('air', 'urban air close to ground');Difluoromethane;('air', 'urban air close to ground')
Methane, difluoro-, HFC-32;('air',);Difluoromethane;('air',)
Methane, fossil;('air', 'lower stratosphere + upper troposphere');Methane, fossil;('air',)
Methane, monochloro-, R-40;('air', 'non-urban air or from high stacks');Methylchloride;('air', 'non-urban air or from high stacks')
Methane, monochloro-, R-40;('air', 'urban air close to ground');Methylchloride;('air', 'urban air close to ground')
Methane, monochloro-, R-40;('air',);Methylchloride;('air', 'non-urban air or from high stacks')
Methane, trichlorofluoro-, CFC-11;('air', 'urban air close to ground');Trichlorofluoromethane;('air', 'urban air close to ground')
Methane, trichlorofluoro-, CFC-11;('air',);Trichlorofluoromethane;('air', 'low population density, long-term')
Methane, trifluoro-, HFC-23;('air', 'low population density, long-term');Trifluoromethane;('air', 'low population density, long-term')
Methane, trifluoro-, HFC-23;('air', 'non-urban air or from high stacks');Trifluoromethane;('air', 'non-urban air or from high stacks')
Methane, trifluoro-, HFC-23;('air', 'urban air close to ground');Trifluoromethane;('air', 'urban air close to ground')
Methane, trifluoro-, HFC-23;('air',);Trifluoromethane;('air', 'non-urban air or from high stacks')
Methyl borate;('air', 'urban air close to ground');Trimethyl borate;('air', 'urban air close to ground')
Methyl borate;('air',);Trimethyl borate;('air', 'low population density, long-term')
Molybdenum, 0.010% in sulfide, Mo 8.2E-3% and Cu 1.83% in crude ore;('natural resource', 'in ground');Molybdenum;('natural resource', 'in ground')
Molybdenum, 0.014% in sulfide, Mo 8.2E-3% and Cu 0.81% in crude ore;('natural resource', 'in ground');Molybdenum;('natural resource', 'in ground')
Molybdenum, 0.016% in sulfide, Mo 8.2E-3% and Cu 0.27% in crude ore;('natural resource', 'in ground');Molybdenum;('natural resource', 'in ground')
Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.22% in crude ore;('natural resource', 'in ground');Molybdenum;('natural resource', 'in ground')
Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.36% in crude ore;('natural resource', 'in ground');Molybdenum;('natural resource', 'in ground')
Molybdenum, 0.025% in sulfide, Mo 8.2E-3% and Cu 0.39% in crude ore;('natural resource', 'in ground');Molybdenum;('natural resource', 'in ground')
Nickel, 1.13% in sulfide, Ni 0.76% and Cu 0.76% in crude ore;('natural resource', 'in ground');Nickel;('natural resource', 'in ground')
Nickel, 1.98% in silicates, 1.04% in crude ore;('natural resource', 'in ground');Nickel;('natural resource', 'in ground')
Phenol, pentachloro-;('air', 'non-urban air or from high stacks');Pentachlorophenol;('air', 'non-urban air or from high stacks')
Phenol, pentachloro-;('air', 'urban air close to ground');Pentachlorophenol;('air', 'urban air close to ground')
Phenol, pentachloro-;('air',);Pentachlorophenol;('air',)
Phosphorus, 18% in apatite, 4% in crude ore;('natural resource', 'in ground');Phosphorus;('natural resource', 'in ground')
Prohexadione-calcium;('soil', 'agricultural');Prohexadione calcium;('soil', 'agricultural')
Propene;('air', 'non-urban air or from high stacks');Propylene;('air', 'non-urban air or from high stacks')
Propene;('air', 'urban air close to ground');Propylene;('air', 'urban air close to ground')
Propene;('air',);Propylene;('air', 'non-urban air or from high stacks')
Propene;('water', 'surface water');Propylene;('water', 'surface water')
Propylamine;('air', 'urban air close to ground');Isopropylamine;('air', 'urban air close to ground')
Propylamine;('water', 'surface water');Isopropylamine;('water', 'surface water')
Silver, 0.007% in sulfide, Ag 0.004%, Pb, Zn, Cd, In;('natural resource', 'in ground');Silver;('natural resource', 'in ground')
Silver, 3.2ppm in sulfide, Ag 1.2ppm, Cu and Te, in crude ore;('natural resource', 'in ground');Silver;('natural resource', 'in ground')
Silver, Ag 2.1E-4%, Au 2.1E-4%, in ore;('natural resource', 'in ground');Silver;('natural resource', 'in ground')
Silver, Ag 4.2E-3%, Au 1.1E-4%, in ore;('natural resource', 'in ground');Silver;('natural resource', 'in ground')
Silver, Ag 4.6E-5%, Au 1.3E-4%, in ore;('natural resource', 'in ground');Silver;('natural resource', 'in ground')
Sodium;('air', 'low population density, long-term');Sodium hydroxide;('air', 'low population density, long-term')
Sodium;('air', 'non-urban air or from high stacks');Sodium hydroxide;('air', 'non-urban air or from high stacks')
Sodium;('air', 'urban air close to ground');Sodium hydroxide;('air', 'urban air close to ground')
Sodium;('air',);Sodium hydroxide;('air', 'urban air close to ground')
Sodium;('soil', 'agricultural');Iodosulfuron-methyl-sodium;('soil', 'agricultural')
Sodium;('soil', 'industrial');Sodium I;('soil', 'industrial')
Sodium;('soil',);Iodosulfuron-methyl-sodium;('soil', 'agricultural')
Sodium;('water', 'ground-');Sodium I;('water', 'ground-')
Sodium;('water',);Sodium hydroxide;('water',)
Strontium;('air', 'low population density, long-term');Strontium II;('air', 'low population density, long-term')
Strontium;('air', 'non-urban air or from high stacks');Strontium II;('air', 'non-urban air or from high stacks')
Strontium;('air', 'urban air close to ground');Strontium II;('air', 'urban air close to ground')
Strontium;('air',);Strontium II;('air', 'urban air close to ground')
Strontium;('soil', 'agricultural');Strontium II;('soil', 'agricultural')
Strontium;('soil', 'industrial');Strontium II;('soil', 'industrial')
Strontium;('soil',);Strontium II;('soil', 'agricultural')
Strontium;('water', 'ground-');Strontium II;('water', 'ground-')
Strontium;('water', 'ground-, long-term');Strontium II;('water', 'ground-, long-term')
Strontium;('water', 'ocean');Strontium II;('water', 'ocean')
Strontium;('water', 'surface water');Strontium II;('water', 'surface water')
Strontium;('water',);Strontium II;('water',)
TiO2, 54% in ilmenite, 2.6% in crude ore;('natural resource', 'in ground');Titanium;('natural resource', 'in ground')
TiO2, 95% in rutile, 0.40% in crude ore;('natural resource', 'in ground');Titanium;('natural resource', 'in ground')
Xylene;('air', 'non-urban air or from high stacks');Xylenes, unspecified;('air', 'non-urban air or from high stacks')
Xylene;('air', 'urban air close to ground');Xylenes, unspecified;('air', 'urban air close to ground')
Xylene;('air',);Xylenes, unspecified;('air', 'non-urban air or from high stacks')
Xylene;('water', 'ocean');Xylenes, unspecified;('water', 'ocean')
Xylene;('water', 'surface water');Xylenes, unspecified;('water', 'surface water')
Xylene;('water',);Xylenes, unspecified;('water', 'ground-, long-term')
t-Butylamine;('air', 'urban air close to ground');Ethylamine;('air', 'urban air close to ground')
t-Butylamine;('water', 'surface water');Ethylamine;('water', 'surface water')
